file,domain,target,phase,filters,service_calls
app/controllers/application_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"16:before_action :redirect_www_and_unregistred_subforems_to_root | 17:before_action :redirect_all_subforems_to_default | 18:before_action :configure_permitted_parameters, if: :devise_controller? | 19:skip_before_action :track_ahoy_visit | 20:before_action :set_session_domain | 21:after_action :set_unauthenticated_session_expiry | 22:before_action :verify_private_forem | 24:before_action :set_devise_rememberable_options # Add this line | 25:before_action :remember_cookie_sync | 26:before_action :forward_to_app_config_domain | 27:before_action :redirect_custom_domain_non_profile_pages | 28:before_action :determine_locale | 29:after_action :clear_request_store | 64:around_action :handle_argument_error",116:User.new | 137:RedirectRequired.new | 142:RedirectRequired.new | 351:User.new | 467:EdgeCache::Bust.call
app/controllers/articles_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P1,"5:before_action :authenticate_user!, except: %i[feed new] | 6:before_action :set_article, only: %i[edit manage update destroy stats admin_unpublish admin_featured_toggle] | 9:before_action :check_suspended, only: %i[new create update] | 10:before_action :set_cache_control_headers, only: %i[feed] | 11:after_action :verify_authorized",69:FeedMarkdownScrubber.new | 80:Articles::Builder.call | 100:Users::ApprovedLiquidTags.call | 118:ContentRenderer.new | 118:Article.new | 123:Article.new | 124:ErrorMessages::Clean.call | 133:Article.new | 154:Articles::Creator.call | 171:Articles::Updater.call | 209:Articles::Destroyer.call | 225:Articles::Unpublish.call | 229:Note.create | 260:DiscussionLock.new | 280:Users::ApprovedLiquidTags.call
app/controllers/async_info_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"4:before_action :set_cache_control_headers, only: %i[navigation_links]",
app/controllers/auth_pass_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"3:skip_before_action :verify_authenticity_token, only: [:iframe, :token_login] | 6:before_action :allow_cross_origin_requests, only: [:iframe, :token_login] | 7:before_action :use_iframe_session_store, only: [:iframe]",
app/controllers/badges_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"2:before_action :set_cache_control_headers, only: [:show]",
app/controllers/billboard_events_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,,11:BillboardEvent.create | 18:Billboards::DataUpdateWorker.perform_async | 28:ActionController::Parameters.new
app/controllers/billboards_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"2:before_action :set_cache_control_headers, only: %i[show], unless: -> { current_user }",39:ArticleDecorator.new
app/controllers/bottom_items_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"2:before_action :set_cache_control_headers, only: %i[index]",
app/controllers/comments_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P1,"2:before_action :set_comment, only: %i[update destroy] | 3:before_action :set_cache_control_headers, only: [:index] | 4:before_action :authenticate_user!, only: %i[preview create hide unhide] | 5:after_action :verify_authorized | 6:after_action only: %i[moderator_create admin_delete] do",16:Comment.new | 111:Comment.new | 204:ContentRenderer.new
app/controllers/community_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"2:before_action :set_cache_control_headers, only: %i[index] | 3:after_action :verify_authorized",
app/controllers/concerns/api/admin/user_identities_controller.rb,public-api,services/api/internal/http/handlers,P1,,17:Api::Admin::ApiError.new | 47:Api::Admin::ApiError.new | 82:Api::Admin::ApiError.new | 90:Api::Admin::ApiError.new | 97:Identity.create | 99:Api::Admin::ApiError.new
app/controllers/concerns/api/admin/user_notes_controller.rb,public-api,services/api/internal/http/handlers,P1,,18:Note.create
app/controllers/concerns/api/admin/users_controller.rb,public-api,services/api/internal/http/handlers,P1,,42:Users::Update.call | 49:Profile.new | 61:Api::Admin::ApiError.new | 64:Api::Admin::ApiError.new | 71:Users::BustCacheWorker.perform_async | 81:Api::Admin::ApiError.new | 106:Api::Admin::ApiError.new | 120:Moderator::MergeUser.call | 126:Api::Admin::ApiError.new
app/controllers/concerns/api/analytics_controller.rb,public-api,services/api/internal/http/handlers,P1,,6:AnalyticsService.new | 12:AnalyticsService.new | 21:AnalyticsService.new | 29:AnalyticsService.new | 38:AnalyticsService.new | 47:AnalyticsService.new | 75:AnalyticsService.new | 79:AnalyticsService.new | 107:UserActivityHeatmapService.new
app/controllers/concerns/api/articles_controller.rb,public-api,services/api/internal/http/handlers,P1,,37:ArticleApiIndexService.new | 66:Articles::Creator.call | 80:Articles::Updater.call | 121:Articles::Unpublish.call | 135:Articles::ApiSearchQuery.call
app/controllers/concerns/api/badge_achievements_controller.rb,public-api,services/api/internal/http/handlers,P1,,16:BadgeAchievement.new
app/controllers/concerns/api/badges_controller.rb,public-api,services/api/internal/http/handlers,P1,,16:Badge.new
app/controllers/concerns/api/follows_controller.rb,public-api,services/api/internal/http/handlers,P1,,10:Users::FollowWorker.perform_async | 14:Users::FollowWorker.perform_async
app/controllers/concerns/api/health_checks_controller.rb,public-api,services/api/internal/http/handlers,P1,,46:Redis.new
app/controllers/concerns/api/surveys_controller.rb,public-api,services/api/internal/http/handlers,P1,"8:before_action :authenticate_with_api_key_or_current_user! | 9:before_action :authorize_admin | 10:before_action :set_survey, only: %i[show poll_votes poll_text_responses]",19:ActiveModel::Type::Boolean.new
app/controllers/concerns/api/users_controller.rb,public-api,services/api/internal/http/handlers,P1,,44:Moderator::UnpublishAllArticlesWorker.perform_async | 48:Note.create
app/controllers/concerns/development_dependency_checks.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"7:before_action :verify_sidekiq_running, only: %i[index show], if: proc { Rails.env.development? }",17:Sidekiq::ProcessSet.new
app/controllers/concerns/organization_admin_scoped.rb,web-rails-controller,apps/web routes + services/api handlers,P1,5:before_action :authenticate_user! | 6:before_action :set_organization | 7:before_action :authorize_admin!,
app/controllers/credits_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,2:before_action :authenticate_user! | 3:before_action :initialize_stripe,7:Credits::Ledger.call | 13:Credit.new | 28:Payments::ProcessCreditPurchase.call
app/controllers/dashboards_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,15:before_action :set_no_cache_header | 16:before_action :authenticate_user! | 17:before_action :set_agent_sessions_count,
app/controllers/deep_links_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,,11:ConsumerApps::FindOrCreateAllQuery.call
app/controllers/dev_tools_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,2:before_action :ensure_development_environment,
app/controllers/devices_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"6:skip_before_action :verify_authenticity_token, only: [:destroy]",
app/controllers/discussion_locks_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,2:before_action :authenticate_user!,7:DiscussionLock.new | 48:EdgeCache::BustArticle.call
app/controllers/email_authorizations_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,2:before_action :authenticate_user!,
app/controllers/events_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,,14:ActionController::RoutingError.new
app/controllers/feed_events_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"2:before_action :current_user_by_token, only: [:create]",16:FeedEvents::BulkUpsert.call
app/controllers/feedback_messages_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,3:skip_before_action :verify_authenticity_token,10:FeedbackMessage.new | 12:ReCaptcha::CheckEnabled.call | 14:Slack::Messengers::Feedback.call
app/controllers/feeds/sources_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,3:before_action :authenticate_user! | 4:after_action :verify_authorized,11:Feeds::ImportArticlesWorker::ForUser.perform_async
app/controllers/followings_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P1,"2:before_action :authenticate_user! | 3:before_action -> { limit_per_page(default: 80, max: 1000) }",
app/controllers/follows_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P1,"2:before_action :current_user_by_token, only: [:create] | 3:skip_before_action :verify_authenticity_token, if: :token_authenticated? | 4:after_action :verify_authorized",15:Follows::CheckCached.call | 19:Follows::CheckCached.call | 39:Follows::CheckCached.call | 41:Follows::CheckCached.call | 132:Follows::DeleteCached.call
app/controllers/ga_events_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,,14:Ga::TrackingService.new | 31:ActiveSupport::MessageEncryptor.new
app/controllers/github_repos_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,2:before_action :authenticate_user! | 3:after_action :verify_authorized,
app/controllers/image_uploads_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"2:before_action :authenticate_user! | 3:before_action :limit_uploads, only: [:create] | 4:after_action :verify_authorized",69:ArticleImageUploader.new
app/controllers/incoming_webhooks/mailchimp_unsubscribes_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,3:skip_before_action :verify_authenticity_token,
app/controllers/incoming_webhooks/stripe_events_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,3:skip_before_action :verify_authenticity_token,76:BillboardEvent.create
app/controllers/insights_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,,24:AlgoliaInsightsService.new
app/controllers/lead_submissions_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"2:before_action :authenticate_user!, only: [:check]",
app/controllers/liquid_embeds_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"2:before_action :set_cache_control_headers, only: %i[show] | 3:after_action :allow_iframe, only: :show",
app/controllers/liquid_tags_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,2:before_action :authenticate_user!,
app/controllers/magic_links_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,,34:User.new | 49:Images::ProfileImageGenerator.call | 56:Users::GenerateAiProfileImageWorker.perform_async
app/controllers/menus_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,2:before_action :authenticate_user!,
app/controllers/moderations_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,2:after_action :verify_authorized,22:Moderations::ArticleFetcherService.new | 67:TagAdjustment.new
app/controllers/notification_subscriptions_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P1,,19:NotificationSubscriptions::Subscribe.call | 29:NotificationSubscriptions::Unsubscribe.call
app/controllers/notifications/counts_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P1,"3:before_action :current_user_by_token, only: [:show]",
app/controllers/notifications/reads_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P1,"3:before_action :current_user_by_token, only: [:create] | 4:skip_before_action :verify_authenticity_token, if: :token_authenticated?",
app/controllers/omniauth_callbacks_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,,67:Authentication::Authenticator.call
app/controllers/onboardings_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"2:before_action :authenticate_user! | 3:before_action :check_suspended, only: %i[notifications] | 4:before_action :set_cache_control_headers, only: %i[show tags] | 5:before_action :set_no_cache_header, only: %i[update users_and_organizations] | 6:after_action :verify_authorized, only: %i[update checkbox]",24:Tags::SuggestedForOnboarding.call | 45:Users::Update.call | 143:Organizations::SuggestProminent.call | 147:Users::SuggestProminent.call
app/controllers/open_search_controller.rb,search,services/api/internal/search + apps/web/search,P1,"2:before_action :set_cache_control_headers, only: %i[show]",
app/controllers/organization_lead_forms_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P1,"3:before_action :set_lead_form, only: %i[edit update destroy toggle submissions] | 4:before_action :check_lead_forms_feature",
app/controllers/organization_settings_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P1,"5:before_action :check_org_verification_feature, only: [:request_verification]",34:Organizations::VerifyLinkbackWorker.perform_async | 41:ContentRenderer.new
app/controllers/organizations_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P1,"2:skip_before_action :verify_private_forem, only: :confirm_invitation | 3:after_action :verify_authorized",41:Organization.new | 45:OrganizationMembership.create | 82:Organizations::DeleteWorker.perform_async | 271:Organization.new
app/controllers/page_views_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,,50:Articles::PageViewUpdater.call | 64:AlgoliaInsightsService.new
app/controllers/pages_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"3:before_action :set_cache_control_headers, only: %i[show badge bounty faq robots]",107:FeedbackMessage.new
app/controllers/passwords_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,3:skip_before_action :require_no_authentication,
app/controllers/podcast_episodes_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"3:before_action :set_cache_control_headers, only: [:index]",
app/controllers/podcasts_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"2:before_action :authenticate_user! | 6:around_action :skip_bullet, only: %i[create], if: -> { defined?(Bullet) }",15:Podcast.new | 26:Podcast.new | 66:Podcast.new
app/controllers/poll_skips_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"2:before_action :authenticate_user!, only: %i[create]",25:PollSkip.new
app/controllers/poll_text_responses_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,2:before_action :authenticate_user! | 3:before_action :set_poll,
app/controllers/poll_votes_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"2:before_action :authenticate_user!, only: %i[create]",34:PollVote.new
app/controllers/profile_pins_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"2:before_action :authenticate_user!, only: %i[create update]",5:ProfilePin.new | 34:EdgeCache::Bust.new
app/controllers/profiles_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,2:before_action :authenticate_user!,8:Users::Update.call
app/controllers/rating_votes_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,2:after_action :verify_authorized | 3:after_action only: [:create] do,10:RatingVote.new
app/controllers/reactions_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P1,"2:before_action :set_cache_control_headers, only: [:index], unless: -> { current_user } | 3:before_action :authorize_for_reaction, :check_limit, only: [:create] | 4:after_action :verify_authorized",54:ReactionHandler.toggle | 141:AlgoliaInsightsService.new
app/controllers/registrations_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,,56:Users::CreateMascotAccount.call | 57:Discover::RegisterWorker.perform_async | 61:ReCaptcha::CheckRegistrationEnabled.call | 84:Images::ProfileImageGenerator.call
app/controllers/response_templates_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"2:after_action :verify_authorized | 3:before_action :authenticate_user!, :ensure_json_request, only: %i[index]",109:ResponseTemplate.new
app/controllers/search_controller.rb,search,services/api/internal/search + apps/web/search,P1,"2:before_action :authenticate_user!, only: %i[tags reactions usernames] | 3:before_action :format_integer_params | 4:before_action :sanitize_params, only: %i[listings reactions feed_content]",57:Search::Tag.search_documents | 70:Search::Username.search_documents | 120:Homepage::FetchArticles.call | 133:Search::Comment.search_documents | 141:Search::Organization.search_documents | 149:Search::PodcastEpisode.search_documents | 157:Search::User.search_documents | 167:Search::Tag.search_documents | 180:Search::ReadingList.search_documents | 200:Search::Article.search_documents
app/controllers/service_worker_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"2:skip_before_action :verify_authenticity_token | 3:before_action :set_cache_control_headers, only: %i[index]",
app/controllers/sitemaps_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"2:before_action :set_cache_control_headers, only: %i[show]",
app/controllers/stories/feeds_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"5:before_action :current_user_by_token, only: [:show]",65:Articles::Feeds::Basic.new | 75:Articles::Feeds::Custom.new | 98:Articles::Feeds::Basic.new | 123:Articles::Feeds::Timeframe.call | 127:Articles::Feeds::Latest.call | 138:Articles::Feeds::Latest.call
app/controllers/stories/pinned_articles_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P1,3:before_action :authenticate_user! | 4:before_action :authorize_user! | 5:after_action :verify_authorized | 7:after_action only: %i[update destroy] do,
app/controllers/stories/tagged_articles_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P1,"3:before_action :set_cache_control_headers, only: :index",52:Articles::Feeds::Tag.call
app/controllers/stories_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"20:before_action :authenticate_user!, except: %i[index show custom_domain_index custom_domain_show] | 21:before_action :set_cache_control_headers, only: %i[index show custom_domain_index custom_domain_show] | 22:before_action :set_user_limit, only: %i[index show custom_domain_index custom_domain_show] | 23:before_action :redirect_to_lowercase_username, only: %i[index]",198:Articles::Feeds::FindFeaturedStory.call | 245:Module.new | 304:Profile.create | 318:Comment.new | 372:Articles::Feeds::Timeframe.call | 374:Articles::Feeds::Latest.call | 376:Articles::Feeds::Latest.call | 382:Articles::Feeds::LargeForemExperimental.new | 389:Article.new | 409:Comments::Count.call | 427:Comment.new | 717:FeatureFlag::Actor.new | 730:FeatureFlag::Actor.new
app/controllers/stripe_active_cards_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,2:before_action :authenticate_user! | 3:before_action :initialize_stripe,85:Payments::Customer.create | 96:AuditLog.create
app/controllers/stripe_subscriptions_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,2:before_action :authenticate_user!,15:Stripe::Checkout::Session.create | 41:Stripe::BillingPortal::Session.create | 62:Stripe::Subscription.update
app/controllers/subforems_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"3:before_action :authenticate_user!, only: %i[edit update add_tag remove_tag create_navigation_link update_navigation_link destroy_navig | 4:before_action :set_subforem, only: %i[edit update add_tag remove_tag create_navigation_link update_navigation_link destroy_navigation_ | 5:before_action :authorize_subforem, only: %i[edit update add_tag remove_tag] | 6:before_action :authorize_navigation_link_action, only: %i[create_navigation_link update_navigation_link destroy_navigation_link] | 7:before_action :authorize_page_action, only: %i[new_page create_page edit_page update_page destroy_page] | 8:after_action :bust_navigation_links_cache, only: %i[create_navigation_link update_navigation_link destroy_navigation_link] | 9:after_action :bust_content_change_caches, only: %i[create_navigation_link update_navigation_link destroy_navigation_link]",123:NavigationLink.new | 171:Page.new | 175:Page.new | 397:SubforemImageUploader.new | 408:EdgeCache::Bust.call
app/controllers/surveys_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"2:before_action :set_survey_by_slug, only: [:show] | 3:before_action :set_survey_by_id, only: [:votes] | 4:before_action :authenticate_user!, only: [:votes]",
app/controllers/tag_adjustments_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,2:after_action only: %i[create destroy] do,8:TagAdjustmentCreationService.new
app/controllers/tags_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"2:before_action :set_cache_control_headers, only: %i[index] | 3:before_action :authenticate_user!, only: %i[edit update] | 4:after_action :verify_authorized",
app/controllers/trends_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"2:before_action :set_cache_control_headers, only: %i[index show]",
app/controllers/user_blocks_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P1,2:before_action :check_sign_in_status | 3:after_action :verify_authorized,17:UserBlock.new
app/controllers/user_subscriptions_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P1,2:before_action :authenticate_user!,8:UserSubscriptions::IsSubscribedCacheChecker.call | 16:UserSubscriptions::CreateFromControllerParams.call
app/controllers/users/notification_settings_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P1,3:before_action :check_suspended | 4:before_action :authenticate_user! | 5:after_action :verify_authorized,
app/controllers/users/settings_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P1,3:before_action :check_suspended | 4:before_action :authenticate_user! | 5:after_action :verify_authorized,50:Feeds::ImportArticlesWorker.perform_async
app/controllers/users_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P1,"2:before_action :set_no_cache_header | 3:before_action :check_suspended, only: %i[update update_password] | 4:before_action :set_user, | 6:after_action :verify_authorized, | 8:before_action :initialize_stripe, only: %i[edit]",54:ExportContentWorker.perform_async | 90:Users::RequestDestroy.call | 126:Users::DeleteWorker.perform_async | 175:OrganizationMembership.create | 275:Moderator::ManageActivityAndRoles.new | 283:Moderator::ManageActivityAndRoles.new | 307:Organization.new | 325:ResponseTemplate.new | 352:Feeds::ImportArticlesWorker.perform_async | 362:Users::SuggestForSidebar.call
app/controllers/video_states_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,2:skip_before_action :verify_authenticity_token,
app/controllers/videos_controller.rb,web-rails-controller,apps/web routes + services/api handlers,P2,"2:after_action :verify_authorized, except: %i[index] | 3:before_action :set_cache_control_headers, only: %i[index]",23:ArticleWithVideoCreationService.new
